emp_no,first_name,last_name,gender,birth_date,from_date,to_date
248256,Sajjan,Falby,M,1965-01-05,1996-08-29,9999-01-01
248351,Jaana,Milicia,M,1965-02-01,1985-06-02,9999-01-01
248758,Snehasis,Muhlberg,M,1965-02-01,1994-12-25,9999-01-01
248953,Percy,Sudbeck,M,1965-01-29,1996-08-29,9999-01-01
249239,Hideyuki,Decleir,M,1965-01-21,1994-05-04,9999-01-01
249325,Ute,Pokrovskii,M,1965-01-26,1997-06-09,9999-01-01
249433,Ayonca,Matzov,F,1965-01-16,1988-06-03,9999-01-01
249504,Dmitry,Velardi,M,1965-01-07,1995-10-20,9999-01-01
249780,Nechama,Gaughan,F,1965-01-12,1993-07-09,9999-01-01
249799,Jolita,Neimat,M,1965-01-04,1993-12-27,9999-01-01
249866,Steen,Gubsky,M,1965-01-15,1989-01-14,9999-01-01
249969,Georgi,Luiz,M,1965-01-21,1991-06-10,9999-01-01
250411,Ranga,Sommen,F,1965-01-27,1989-01-20,9999-01-01
250452,Alexius,Plavsic,M,1965-01-14,2000-01-17,9999-01-01
250748,Kish,Turnbull,F,1965-01-27,1987-02-10,9999-01-01
251166,Hinrich,Hooghiemstra,M,1965-01-22,1985-10-05,9999-01-01
251233,Yucel,Bernini,M,1965-01-07,1993-02-19,9999-01-01
251301,Pintsang,Impagliazzo,M,1965-01-30,1989-05-06,9999-01-01
251341,Divier,Kumaresan,M,1965-01-11,1992-12-05,9999-01-01
251403,Utpal,DuBourdieux,M,1965-01-01,1997-11-19,9999-01-01
251437,Shichao,Iwayama,M,1965-01-20,1989-10-17,9999-01-01
251645,Bezalel,Tsunoo,M,1965-01-06,1992-06-17,9999-01-01
251680,Moty,Sommen,F,1965-01-05,1990-08-14,9999-01-01
251814,Mitsuyuki,Zockler,M,1965-01-01,1998-09-14,9999-01-01
252185,Chaosheng,Conta,F,1965-01-01,1997-04-14,9999-01-01
252316,Gill,Niizuma,F,1965-01-07,1994-10-08,9999-01-01
252392,Sanjeeva,Peron,M,1965-01-01,1993-12-26,9999-01-01
253029,Thodoros,Thimonier,M,1965-01-13,1995-04-05,9999-01-01
253707,Insup,Hainaut,M,1965-01-05,1998-02-11,9999-01-01
253838,Stafford,Terlouw,M,1965-01-28,1999-02-21,9999-01-01
253893,Huiqun,Trystram,M,1965-01-04,1993-05-10,9999-01-01
254044,Gunilla,Brendel,M,1965-01-16,1992-04-10,9999-01-01
254399,Armond,Lores,M,1965-01-24,1999-09-16,9999-01-01
254821,Tonny,Couchot,M,1965-01-24,1994-12-12,9999-01-01
255466,Huan,Roccetti,M,1965-01-18,1985-07-03,9999-01-01
255657,Oldrich,Cyre,F,1965-01-20,1985-02-10,9999-01-01
255779,Heejo,Merle,M,1965-01-31,1997-09-04,9999-01-01
256216,Halsur,Brodal,F,1965-01-01,1997-11-22,9999-01-01
256856,Hongzue,Barbanera,M,1965-01-03,1987-06-17,9999-01-01
256881,Ioana,Jakobus,M,1965-01-03,1990-08-10,9999-01-01
256888,Heather,Pehl,F,1965-01-03,1993-09-15,9999-01-01
257062,Stabislas,Pardalos,F,1965-01-24,1989-06-21,9999-01-01
257378,Pascal,Bernatsky,F,1965-01-06,1988-09-03,9999-01-01
257469,Anyuan,Hanratty,F,1965-01-22,1988-01-06,9999-01-01
257484,Shaowei,Nicolson,M,1965-01-01,1986-12-07,9999-01-01
258028,Mountaz,Reinhart,F,1965-01-07,2001-07-03,9999-01-01
258124,Mariusz,Zolotykh,F,1965-01-17,1990-07-28,9999-01-01
258470,Weiwu,Butner,F,1965-01-04,1995-02-14,9999-01-01
258643,Przemyslawa,Esposito,F,1965-01-11,1992-02-27,9999-01-01
259042,Xiaoqiang,Farrow,M,1965-01-12,1997-01-01,9999-01-01
259237,Palash,Gammage,F,1965-01-27,1987-10-23,9999-01-01
259273,Xiahua,Gomatam,F,1965-01-22,1989-12-01,9999-01-01
259611,Shuichi,Marrakchi,M,1965-01-27,1990-08-21,9999-01-01
259619,Conal,Magliocco,F,1965-01-21,1992-05-09,9999-01-01
259718,Stepehn,Bouloucos,M,1965-01-24,1993-12-13,9999-01-01
260153,Mingdong,Baar,F,1965-01-28,1991-10-14,9999-01-01
260249,Vugranam,Beausoleil,F,1965-01-22,1998-05-14,9999-01-01
260361,Reinhold,Rahier,M,1965-01-25,1997-10-09,9999-01-01
260399,Hatem,Birsak,F,1965-01-30,1989-04-10,9999-01-01
260408,Sasan,Brookner,M,1965-01-19,1996-09-03,9999-01-01
260501,Dzung,Pargas,M,1965-01-14,1990-05-17,9999-01-01
261184,Masako,Kornatzky,M,1965-01-30,1987-08-29,9999-01-01
261631,Jianhua,Huttel,M,1965-01-08,1998-02-23,9999-01-01
261662,Berni,Assaf,F,1965-01-11,1989-09-08,9999-01-01
261737,Mark,Lindqvist,M,1965-01-23,1990-11-22,9999-01-01
261986,Gila,Ramsak,F,1965-01-21,1997-05-13,9999-01-01
261990,Volkmar,Czaja,M,1965-01-16,1992-04-01,9999-01-01
262208,Mrinalini,Holburn,M,1965-01-16,1987-05-23,9999-01-01
262210,Chinho,Bottner,M,1965-01-22,1985-07-29,9999-01-01
262328,Mayuko,Vural,F,1965-01-03,1997-12-24,9999-01-01
262439,Lorien,Lagarias,F,1965-01-30,1985-10-10,9999-01-01
262636,Tamiya,Reutenauer,F,1965-01-04,1992-04-10,9999-01-01
262752,Pramod,Bierman,M,1965-01-04,1997-12-12,9999-01-01
262928,Piyush,Gill,M,1965-01-01,1995-02-20,9999-01-01
263012,Hideo,Buchter,F,1965-01-09,1999-05-01,9999-01-01
263186,Danny,Lowrie,M,1965-01-22,1995-09-13,9999-01-01
263370,Shakhar,Ranze,M,1965-01-03,1999-05-29,9999-01-01
263439,Atreye,Kabayashi,M,1965-01-09,1986-12-15,9999-01-01
263645,Mingsen,Lally,M,1965-01-19,1990-12-04,9999-01-01
263649,Mechthild,Zongker,M,1965-01-17,1993-07-26,9999-01-01
263926,Fusako,Schwartzbauer,F,1965-01-03,1985-04-07,9999-01-01
264030,Zdislav,Solares,M,1965-01-15,1990-12-14,9999-01-01
264167,Baoqiu,Tomescu,M,1965-01-25,1996-05-01,9999-01-01
264322,Leandro,Swist,F,1965-01-03,1991-01-06,9999-01-01
264626,Noritoshi,Bakhtari,M,1965-01-13,1993-02-03,9999-01-01
264939,Bogdan,Bahi,M,1965-01-10,1999-02-13,9999-01-01
265039,Navid,Staudhammer,F,1965-01-03,1992-10-18,9999-01-01
265521,Kensei,Salverda,M,1965-01-04,1993-05-25,9999-01-01
265558,Susuma,Kleiser,M,1965-01-31,1987-08-02,9999-01-01
265794,Miquel,Halloran,M,1965-01-15,1994-01-14,9999-01-01
265875,Fan,Marsiglia,M,1965-01-20,1989-09-03,9999-01-01
266206,Zsolt,Anily,F,1965-02-01,1985-08-19,9999-01-01
266249,Sumant,Nishimukai,M,1965-01-15,1991-03-28,9999-01-01
266310,Zvonko,Serdy,F,1965-01-23,1987-06-24,9999-01-01
266644,Anwar,Gubsky,F,1965-01-08,1993-08-09,9999-01-01
266862,Mart,Plumb,F,1965-01-10,1986-04-21,9999-01-01
266881,Mokhtar,Sabnani,M,1965-01-11,1997-02-04,9999-01-01
267059,Moie,Tempesti,M,1965-01-09,1991-06-29,9999-01-01
267227,Susuma,Tagansky,M,1965-01-10,1995-01-22,9999-01-01
267304,Jordanka,Axelband,F,1965-01-06,1994-06-27,9999-01-01
267667,Irena,Kaiserswerth,F,1965-01-05,1987-09-05,9999-01-01
268043,Narain,Mikschl,M,1965-01-28,1997-11-02,9999-01-01
268191,LiMin,Teitelbaum,M,1965-01-07,1990-11-01,9999-01-01
269728,Naftali,Kragelund,M,1965-01-12,1987-05-16,9999-01-01
270084,Ulises,Frolund,M,1965-01-11,1986-07-26,9999-01-01
270716,Shunichi,Baer,M,1965-01-19,1998-02-04,9999-01-01
270794,Dannz,Zhang,M,1965-02-01,1991-06-26,9999-01-01
271106,Taisook,Kampfer,M,1965-01-10,1997-11-30,9999-01-01
271219,Odoardo,Tyugu,F,1965-01-16,1994-11-07,9999-01-01
272141,Tsutomu,Neiman,F,1965-01-13,1996-07-31,9999-01-01
272285,Gully,Mitchem,M,1965-01-19,1986-01-22,9999-01-01
272316,Surveyors,Muhling,M,1965-01-05,1999-07-19,9999-01-01
272452,Mitsuyuki,Isard,M,1965-01-10,2002-02-27,9999-01-01
272599,Holgard,Hegner,M,1965-01-16,1993-07-15,9999-01-01
272860,Minghong,Candan,F,1965-02-01,1994-02-10,9999-01-01
273159,Divine,Hofmeyr,F,1965-01-26,1989-04-14,9999-01-01
273286,Brigham,Asmuth,M,1965-01-26,1989-01-23,9999-01-01
273396,Wayne,Baba,M,1965-01-10,1998-03-07,9999-01-01
273806,Hongzhu,Beetstra,F,1965-01-01,1997-08-18,9999-01-01
273858,Gunilla,Matzen,M,1965-01-13,1990-12-28,9999-01-01
274071,Mingsen,Weiland,M,1965-01-01,1995-10-12,9999-01-01
274271,Prodip,Ritcey,F,1965-01-10,1986-09-10,9999-01-01
274369,Ranga,Waymire,F,1965-01-29,1997-01-27,9999-01-01
274813,Yefim,Pettey,M,1965-01-10,1993-08-07,9999-01-01
275158,Satyanarayana,Brandsma,F,1965-01-07,1999-12-08,9999-01-01
275263,Vojin,Laventhal,M,1965-01-21,1991-10-18,9999-01-01
275444,Limsoon,Leppanen,M,1965-01-16,1993-01-21,9999-01-01
275495,Shen,Yamaashi,M,1965-01-13,1995-02-19,9999-01-01
275801,Ayakannu,Heinisuo,F,1965-01-22,1986-06-28,9999-01-01
275881,Jiann,Munro,M,1965-01-08,1988-05-18,9999-01-01
275994,Uma,Prampolini,F,1965-01-29,1991-02-21,9999-01-01
276027,Holgard,Stavenow,F,1965-01-04,1986-02-28,9999-01-01
276184,Mari,Swick,M,1965-01-10,1991-04-08,9999-01-01
276186,Sajjad,Vecchi,M,1965-01-30,1993-06-02,9999-01-01
276189,Isaac,Klerer,F,1965-01-10,1995-03-19,9999-01-01
276445,Atilio,Randi,M,1965-01-27,1988-07-02,9999-01-01
276472,Hideyuki,Flanders,F,1965-01-27,1988-11-10,9999-01-01
276563,Gift,Solares,F,1965-01-01,1995-08-01,9999-01-01
276868,Alois,Sanella,F,1965-01-19,1998-03-13,9999-01-01
277316,Vitali,Rothenberg,M,1965-01-03,1989-10-04,9999-01-01
277362,Uzi,Kugler,M,1965-01-09,1991-01-12,9999-01-01
277420,Rayond,Schach,F,1965-01-16,1995-04-22,9999-01-01
277777,Herbert,Itzigehl,M,1965-01-27,1990-07-04,9999-01-01
277829,Michaela,Fandrianto,M,1965-01-22,1986-06-02,9999-01-01
278239,Boaz,Bottner,F,1965-01-19,1994-02-06,9999-01-01
278386,Caolyn,Poujol,M,1965-01-15,1995-12-03,9999-01-01
278452,Sudhanshu,Toyoshima,F,1965-01-07,1987-08-29,9999-01-01
278536,Munenori,Shobatake,F,1965-01-14,1992-01-10,9999-01-01
278549,Jaana,Werthner,M,1965-01-02,1989-07-27,9999-01-01
278953,Jeanna,Ghandeharizadeh,F,1965-01-26,1990-08-11,9999-01-01
279115,Maren,DuCasse,M,1965-01-05,1997-11-29,9999-01-01
279280,Niranjan,Debuse,F,1965-01-09,1992-09-21,9999-01-01
279791,Chiranjit,Lyonns,F,1965-01-10,1986-12-24,9999-01-01
280070,Niteen,Ebeling,F,1965-01-24,1988-03-29,9999-01-01
280291,Lenore,Badache,F,1965-01-26,1998-11-24,9999-01-01
280420,Jahangir,Hofting,M,1965-01-31,1986-09-28,9999-01-01
280525,Kish,Herbst,M,1965-01-13,1996-08-18,9999-01-01
280648,Heeju,Lorys,M,1965-01-04,1986-12-27,9999-01-01
281570,Zijian,Covnot,F,1965-01-08,1994-09-13,9999-01-01
281692,Khosrow,Sommen,M,1965-01-06,1990-03-03,9999-01-01
281848,Parke,Staylopatis,M,1965-01-29,1993-07-31,9999-01-01
281859,Masanao,Papastamatiou,F,1965-01-17,1985-11-25,9999-01-01
282191,Alper,Shinomoto,M,1965-01-16,1997-10-20,9999-01-01
282333,Nahla,Serdy,F,1965-01-25,1993-09-09,9999-01-01
282343,Xinglin,Haldar,M,1965-01-13,1988-07-20,9999-01-01
282547,Nahum,Codenie,M,1965-01-18,1999-06-14,9999-01-01
282585,Zijian,Lammel,F,1965-01-03,1996-07-01,9999-01-01
282894,Fay,Bellmore,F,1965-01-05,1989-05-03,9999-01-01
284300,Ishfaq,Mahmud,F,1965-01-22,1991-11-29,9999-01-01
284431,Pintsang,Fujisawa,M,1965-01-25,1996-04-16,9999-01-01
284561,Duri,Beznosov,F,1965-01-03,1988-02-15,9999-01-01
284687,Oksana,Redmiles,F,1965-01-15,1985-06-22,9999-01-01
284691,Theron,Ressouche,F,1965-01-04,1988-08-17,9999-01-01
284711,Martijn,Azevdeo,M,1965-01-21,1988-02-10,9999-01-01
284717,Gal,Ranta,F,1965-01-11,1992-11-07,9999-01-01
284856,Moto,Kobara,M,1965-01-05,1991-12-12,9999-01-01
284954,Anneke,Hammerschmidt,M,1965-01-16,1996-01-30,9999-01-01
285164,Xiaocheng,Kumaresan,F,1965-01-02,1994-10-03,9999-01-01
285396,Lena,Kohling,M,1965-01-27,1986-10-04,9999-01-01
285905,Kellyn,Bage,F,1965-01-09,1994-11-04,9999-01-01
285906,Arnould,Buescher,M,1965-01-02,1998-03-26,9999-01-01
286026,Utpal,Zaumen,F,1965-01-21,1991-02-25,9999-01-01
286029,Jaques,Nanard,M,1965-01-28,1996-07-16,9999-01-01
286370,Toshimitsu,Seuren,M,1965-01-06,1995-01-19,9999-01-01
286452,Behnaam,Bierbaum,F,1965-01-26,1999-01-31,9999-01-01
286573,Nahum,Nishimukai,F,1965-01-27,1994-07-29,9999-01-01
286779,Sigeru,Versino,M,1965-01-24,1998-08-31,9999-01-01
286986,Woody,Trelles,M,1965-01-01,1996-05-23,9999-01-01
287323,Steve,Dengi,M,1965-02-01,1999-09-15,9999-01-01
287327,Youjian,Felder,F,1965-01-13,1993-07-15,9999-01-01
287334,Elliott,Speer,M,1965-01-05,1998-08-08,9999-01-01
287482,Shigeaki,Gihr,F,1965-01-01,1994-03-18,9999-01-01
287583,Jovan,Hockney,M,1965-01-18,1990-06-21,9999-01-01
287609,Sailaja,Negoita,F,1965-01-06,1988-01-20,9999-01-01
287713,Aamod,Ranka,M,1965-01-23,1992-12-07,9999-01-01
287808,Vidar,Ozeki,M,1965-01-09,1996-06-17,9999-01-01
287983,Randi,Munos,M,1965-01-23,1990-09-07,9999-01-01
287984,Troy,Kobuchi,M,1965-01-09,1991-02-12,9999-01-01
288028,Kauko,Narwekar,F,1965-01-22,1985-12-16,9999-01-01
288142,Shay,Heystek,F,1965-01-25,1989-04-01,9999-01-01
288166,Masoud,Asmuth,M,1965-01-11,1994-09-05,9999-01-01
288560,Yifei,Birjandi,M,1965-01-16,1994-02-07,9999-01-01
288563,Cristinel,Gerlach,M,1965-01-02,1996-01-09,9999-01-01
288606,Susumu,Swiss,M,1965-01-21,1991-11-15,9999-01-01
288665,Horward,Khasidashvili,M,1965-01-31,1998-11-19,9999-01-01
288893,Bedrich,Rosenbaum,M,1965-01-30,1991-01-27,9999-01-01
289454,Bowen,Narwekar,M,1965-01-20,1985-03-08,9999-01-01
289687,Fai,Maccarone,F,1965-01-31,1985-10-30,9999-01-01
289807,Soenke,Lemarechal,F,1965-01-04,1994-09-04,9999-01-01
289909,Hilari,Vecchio,F,1965-01-09,1993-04-24,9999-01-01
290009,Zijian,Rindone,M,1965-01-22,1989-07-09,9999-01-01
290075,Boalin,Byoun,M,1965-01-15,1990-10-01,9999-01-01
290284,Kwangjo,Menhardt,F,1965-01-08,1996-01-11,9999-01-01
290441,Gregory,Collavizza,F,1965-01-25,1987-09-09,9999-01-01
290467,Shaowen,Poulakidas,M,1965-01-29,1987-04-15,9999-01-01
290478,Tsvetan,Sherertz,F,1965-01-03,1989-08-07,9999-01-01
290563,Shigehiro,Oxenboll,F,1965-01-09,1986-02-26,9999-01-01
290769,Lalit,Blokdijk,F,1965-01-26,1999-02-01,9999-01-01
291352,Danai,Trelles,M,1965-01-07,1997-08-26,9999-01-01
291612,Siamak,Gomatam,M,1965-01-30,1998-07-08,9999-01-01
291669,Faiza,Bach,F,1965-01-04,1999-09-13,9999-01-01
292110,Menkae,Showalter,F,1965-01-23,1996-08-09,9999-01-01
292146,Khatoun,Pulkowski,F,1965-01-09,2002-01-09,9999-01-01
292210,Masaru,Huhdanpaa,M,1965-01-17,1996-11-23,9999-01-01
292404,Hongzue,Zultner,M,1965-01-28,1990-02-22,9999-01-01
292504,Georgi,Bednarek,F,1965-01-27,1994-03-02,9999-01-01
292515,Bernd,Thummel,M,1965-01-04,1989-08-03,9999-01-01
292828,Ziya,Tokunaga,F,1965-01-10,1986-01-08,9999-01-01
293080,Hideyuki,Slaats,M,1965-01-12,1987-05-30,9999-01-01
293154,Syozo,Maliniak,F,1965-01-21,1993-06-06,9999-01-01
293280,Moti,Steenbeek,F,1965-01-24,1987-01-22,9999-01-01
293329,Fumiya,Griswold,F,1965-01-15,1986-06-12,9999-01-01
293746,Sanjay,Litecky,F,1965-01-25,1995-08-27,9999-01-01
293752,Jungsoon,Bail,F,1965-01-04,1986-02-18,9999-01-01
294144,Takanari,Ermel,M,1965-01-09,1992-01-11,9999-01-01
294241,Marl,Fiebach,M,1965-01-12,1994-07-26,9999-01-01
294446,Claudi,Ruemmler,M,1965-01-27,1999-08-13,9999-01-01
294461,Siddarth,Rosiles,F,1965-01-14,1985-11-18,9999-01-01
294527,Ashish,Candan,F,1965-01-04,1992-02-02,9999-01-01
294652,Hironobu,Brodie,M,1965-01-27,1998-12-21,9999-01-01
294791,Vesna,Lammel,F,1965-01-28,1999-10-08,9999-01-01
294857,Caolyn,Ozeri,M,1965-01-15,1986-07-29,9999-01-01
295030,Fun,Keirsey,M,1965-01-01,1985-07-09,9999-01-01
295236,Kauko,Fujisawa,M,1965-01-24,1987-09-13,9999-01-01
295254,Xuejun,Pfau,M,1965-01-15,1985-07-24,9999-01-01
295255,Jacopo,Bellone,M,1965-01-04,1988-03-13,9999-01-01
295262,Moon,Pews,F,1965-01-22,1994-08-06,9999-01-01
295268,Eben,Calkin,M,1965-01-28,1996-12-19,9999-01-01
295278,Val,Barvinok,M,1965-01-04,1990-01-02,9999-01-01
295411,Chiranjit,Serot,M,1965-01-18,1997-04-04,9999-01-01
295857,Kankanahalli,Ciolek,M,1965-01-17,1989-12-26,9999-01-01
296062,Shaz,Driscoll,F,1965-01-29,1998-10-03,9999-01-01
296303,Mariangiola,Heyers,F,1965-01-28,1992-08-04,9999-01-01
296428,Charmane,Simmen,F,1965-01-03,1989-03-07,9999-01-01
296664,Dipayan,Geffroy,M,1965-01-31,1987-09-17,9999-01-01
296687,Palash,Spieker,M,1965-01-02,1991-05-11,9999-01-01
296718,Kamakshi,Bahl,F,1965-01-30,1987-12-22,9999-01-01
297232,Lokesh,Saoudi,F,1965-01-16,1999-05-25,9999-01-01
297431,Cathie,Ratnakar,M,1965-01-12,1996-06-23,9999-01-01
297474,Irena,Terkki,M,1965-01-13,1998-03-11,9999-01-01
297905,Marc,Bahl,M,1965-01-12,1997-06-18,9999-01-01
297954,Sailaja,Fujisaki,M,1965-01-13,1995-07-24,9999-01-01
298339,King,Benzmuller,M,1965-01-11,1986-09-04,9999-01-01
298577,Florina,Litecky,M,1965-01-11,1985-12-02,9999-01-01
298953,Zita,Syang,F,1965-02-01,1998-12-29,9999-01-01
299346,Fumitake,Sichman,F,1965-01-09,1991-02-21,9999-01-01
299580,Luisa,Itzfeldt,M,1965-01-21,1997-01-23,9999-01-01
299718,Denny,Shobatake,F,1965-01-15,1997-06-22,9999-01-01
299737,Patricio,Itzfeldt,M,1965-02-01,1985-05-21,9999-01-01
400046,Hilari,Christ,M,1965-01-12,1996-10-07,9999-01-01
400358,Angus,Jullig,F,1965-01-31,1989-04-13,9999-01-01
400683,Kamakshi,Manders,M,1965-01-28,1995-08-05,9999-01-01
400780,Poornachandra,Asser,M,1965-01-09,1993-11-07,9999-01-01
400796,Bodo,Halevi,F,1965-01-10,1996-05-30,9999-01-01
401154,Danae,Kragelund,F,1965-01-27,1987-05-20,9999-01-01
401278,Oguz,Schurmann,M,1965-01-16,1986-11-11,9999-01-01
401333,Martins,Shokrollahi,M,1965-01-30,1986-11-04,9999-01-01
401420,Florian,Uhrig,F,1965-01-06,1987-01-31,9999-01-01
401574,Yannik,Falco,M,1965-01-13,1988-01-15,9999-01-01
402025,Shigehito,Duclos,F,1965-01-20,1987-09-20,9999-01-01
402102,Kersti,Granlund,M,1965-01-21,1995-03-19,9999-01-01
402664,Subhada,Janetzko,F,1965-01-04,1987-01-25,9999-01-01
402718,Jeanna,Rettelbach,F,1965-01-17,1990-02-14,9999-01-01
402827,Weidon,Pollacia,F,1965-01-28,2002-03-24,9999-01-01
403010,Toshimitsu,Sluis,M,1965-01-16,1985-02-18,9999-01-01
403621,Deborah,Kaminger,M,1965-01-07,1988-06-04,9999-01-01
403644,Krisda,Hainaut,F,1965-01-19,1995-07-08,9999-01-01
403954,Jeanna,Bratten,F,1965-01-10,1990-07-26,9999-01-01
404018,Valery,Babb,F,1965-01-11,1998-10-19,9999-01-01
404236,Zengping,Kakkar,M,1965-01-12,1988-07-22,9999-01-01
404462,Anestis,Setlzner,M,1965-01-09,1985-07-13,9999-01-01
404573,Eberhardt,Spelt,F,1965-01-31,1997-07-05,9999-01-01
404755,Manu,Junet,F,1965-01-13,1991-04-20,9999-01-01
404788,Basem,Beausoleil,M,1965-01-16,1998-03-16,9999-01-01
405015,Morris,Fargier,M,1965-01-02,1988-06-29,9999-01-01
405063,Yechezkel,Yurov,M,1965-01-26,2001-11-16,9999-01-01
406125,Georgi,Portugali,F,1965-01-25,1987-09-27,9999-01-01
406239,Marek,Tomescu,F,1965-01-09,1995-05-15,9999-01-01
406564,Parviz,Picco,F,1965-01-25,1995-04-16,9999-01-01
406714,Malu,Ossenbruggen,F,1965-02-01,1986-11-21,9999-01-01
406847,Alexius,Crouzet,F,1965-01-24,1999-10-05,9999-01-01
407522,Tommaso,Raczkowsky,M,1965-01-25,1996-08-29,9999-01-01
407837,Fei,Erez,M,1965-02-01,1988-04-02,9999-01-01
408019,Shridhar,Chleq,F,1965-01-01,1986-03-22,9999-01-01
408114,Geoffrey,Ladret,M,1965-01-05,1994-01-03,9999-01-01
408163,Irene,Sethi,F,1965-01-21,2000-08-12,9999-01-01
408417,Tsz,Daescu,F,1965-01-19,1994-09-28,9999-01-01
408437,Uno,Solares,M,1965-01-29,1994-09-22,9999-01-01
408447,Mayuri,Werthner,M,1965-01-13,2001-02-20,9999-01-01
408654,Yongqiao,Cochrane,M,1965-01-09,1986-10-27,9999-01-01
408953,Jolita,Claffy,M,1965-01-26,1993-12-24,9999-01-01
409391,Willard,Verspoor,F,1965-01-06,1999-02-28,9999-01-01
409798,Dekang,Tsunoo,M,1965-01-15,1995-01-19,9999-01-01
409805,Frazer,Candan,F,1965-01-15,1999-03-05,9999-01-01
409898,Divier,Ishibashi,M,1965-02-01,1989-09-22,9999-01-01
410028,Xiadong,McClurg,M,1965-01-11,1985-09-17,9999-01-01
410372,Duri,Mitina,M,1965-01-08,1990-03-04,9999-01-01
410433,Kazuhisa,Riesenhuber,M,1965-01-19,1992-10-06,9999-01-01
410616,Gudjon,Kalorkoti,F,1965-01-18,1994-04-14,9999-01-01
410804,Ronnie,Denos,M,1965-01-17,1992-06-08,9999-01-01
410881,Koichi,Grabner,F,1965-01-06,2000-04-05,9999-01-01
411070,Otmar,Brandsma,F,1965-01-29,1987-05-28,9999-01-01
411082,Martine,Cangellaris,M,1965-01-08,1992-04-28,9999-01-01
411143,Goncalo,Barbanera,F,1965-01-08,1996-09-01,9999-01-01
412404,Mitsuyuki,Jeansoulin,F,1965-01-15,1999-10-28,9999-01-01
412757,Leen,Peak,F,1965-01-03,1999-11-20,9999-01-01
413098,Hsiangchu,Taubenfeld,M,1965-01-26,1993-04-17,9999-01-01
413205,Mototsugu,Prampolini,M,1965-01-09,1988-06-12,9999-01-01
413666,Remco,Duclos,M,1965-01-05,1988-04-18,9999-01-01
413729,Harjit,Ernst,M,1965-01-02,1992-04-26,9999-01-01
413831,Mohamadou,Grabner,M,1965-01-09,1991-11-25,9999-01-01
413832,Marco,Jahnichen,M,1965-01-24,1995-03-28,9999-01-01
414027,Tadanori,Msuda,M,1965-01-31,1993-02-20,9999-01-01
414091,Wuxu,Kuhnemann,M,1965-01-17,1997-08-19,9999-01-01
414543,Bernd,Anick,F,1965-01-03,1988-11-19,9999-01-01
414551,Elliott,Copas,M,1965-01-22,1994-09-13,9999-01-01
414662,Ipke,Schneeberger,M,1965-01-21,1985-09-20,9999-01-01
414714,Chinho,Delgrande,M,1965-01-06,1996-11-07,9999-01-01
414814,Dayanand,Wielonsky,M,1965-01-28,1999-02-28,9999-01-01
414897,Juyoung,Willoner,M,1965-01-17,1989-11-03,9999-01-01
415187,Juyoung,Peltason,M,1965-01-03,1998-09-01,9999-01-01
415338,Shigeo,Emmart,M,1965-01-22,1995-12-24,9999-01-01
415363,Conal,Shackell,F,1965-01-19,1995-02-23,9999-01-01
415563,Mrinalini,Bierbaum,F,1965-01-21,1986-03-12,9999-01-01
416074,Alain,Lieberherr,M,1965-01-08,1987-05-11,9999-01-01
416383,Nectarios,Itschner,M,1965-01-29,1990-03-02,9999-01-01
416420,Adamantios,Heemskerk,M,1965-01-22,1986-08-08,9999-01-01
416492,Kannan,Meriste,M,1965-01-15,1992-08-12,9999-01-01
416660,Nathalie,Luke,M,1965-01-28,1987-09-16,9999-01-01
416720,Tokuyasu,Xiaoshan,F,1965-01-14,1991-09-19,9999-01-01
416877,Gio,Orsini,M,1965-01-02,1988-12-07,9999-01-01
416892,Shooichi,Vandervoorde,M,1965-01-03,1996-08-16,9999-01-01
417435,Bouchung,Zaumen,M,1965-01-03,1999-01-29,9999-01-01
418239,Josyula,Motley,M,1965-01-03,1996-03-26,9999-01-01
418247,Oscar,Oppitz,M,1965-01-08,2002-07-27,9999-01-01
418298,Arvin,Pusterhofer,F,1965-01-08,1995-03-02,9999-01-01
418309,Danel,Petereit,F,1965-01-24,1985-02-21,9999-01-01
418380,Kazuhiko,Gornas,F,1965-01-02,1993-05-20,9999-01-01
418566,Kazuhide,Snedden,M,1965-01-27,1996-06-14,9999-01-01
418606,Michaela,Otillio,F,1965-01-11,1994-01-05,9999-01-01
418717,Arunachalam,Magliocco,F,1965-01-20,1987-12-23,9999-01-01
418860,Ymte,Dalton,F,1965-02-01,1992-11-22,9999-01-01
419099,Heon,Broomell,M,1965-01-15,1998-05-06,9999-01-01
419953,Ung,Orlowski,M,1965-01-29,1991-07-22,9999-01-01
420086,Susuma,Kitsuregawa,F,1965-01-27,1985-05-28,9999-01-01
420476,Mariangiola,Bolsens,M,1965-01-28,1985-06-15,9999-01-01
420557,Mabhin,Eastman,M,1965-01-06,1989-08-02,9999-01-01
420694,Frazer,Barbanera,M,1965-01-19,1986-11-04,9999-01-01
420732,Willard,Morrin,M,1965-01-06,1996-05-27,9999-01-01
420759,Raimond,Solovay,M,1965-01-04,1997-10-03,9999-01-01
420765,Shawna,Krider,M,1965-01-17,1990-03-09,9999-01-01
420877,Khosrow,Erez,M,1965-01-29,1990-02-11,9999-01-01
421022,Shigeaki,Butner,M,1965-01-26,1996-07-13,9999-01-01
421033,Garnik,Randt,F,1965-01-14,1989-12-23,9999-01-01
421074,Zhaofang,Falster,F,1965-01-07,1994-06-29,9999-01-01
421312,Mariangiola,Bashian,M,1965-01-13,1999-09-18,9999-01-01
421384,Renny,Bednarek,M,1965-01-02,1987-06-01,9999-01-01
